user_id,signup_date,city_tier,segment,preferred_device,total_orders,lifetime_value,avg_order_value
U000449,2025-09-07,3,regular,mobile,0.0,0.0,0.0
U000450,2025-11-14,2,premium,mobile,1.0,13453.45,13453.45
U000451,2025-10-09,2,value,mobile,0.0,0.0,0.0
U000452,2025-10-26,3,value,mobile,0.0,0.0,0.0
U000453,2025-08-15,2,regular,web,0.0,0.0,0.0
U000454,2026-01-05,2,regular,web,1.0,3361.0,3361.0
U000455,2025-09-18,2,premium,mobile,0.0,0.0,0.0
U000456,2025-08-22,2,value,mobile,0.0,0.0,0.0
U000457,2025-12-30,1,premium,mobile,0.0,0.0,0.0
U000458,2025-11-08,3,premium,web,0.0,0.0,0.0
U000459,2025-10-30,3,regular,web,0.0,0.0,0.0
U000460,2025-12-26,2,value,mobile,0.0,0.0,0.0
U000461,2025-07-05,2,regular,mobile,0.0,0.0,0.0
U000462,2025-12-16,3,value,web,0.0,0.0,0.0
U000463,2025-11-12,1,regular,mobile,0.0,0.0,0.0
U000464,2025-09-07,2,regular,web,0.0,0.0,0.0
U000465,2025-08-16,2,premium,web,0.0,0.0,0.0
U000466,2025-07-15,2,regular,web,0.0,0.0,0.0
U000467,2026-01-07,1,regular,web,0.0,0.0,0.0
U000468,2025-07-23,2,regular,web,0.0,0.0,0.0
U000469,2025-08-16,2,regular,mobile,0.0,0.0,0.0
U000470,2025-11-15,2,premium,mobile,1.0,4625.62,4625.62
U000471,2025-11-19,1,value,mobile,0.0,0.0,0.0
U000472,2025-07-27,2,premium,web,0.0,0.0,0.0
U000473,2025-12-11,2,regular,web,0.0,0.0,0.0
U000474,2025-10-08,1,premium,web,0.0,0.0,0.0
U000475,2025-12-18,1,regular,mobile,0.0,0.0,0.0
U000476,2025-07-11,1,regular,web,2.0,13775.71,6887.855
U000477,2025-07-02,2,value,mobile,0.0,0.0,0.0
U000478,2025-11-04,1,regular,mobile,1.0,6767.06,6767.06
U000479,2025-07-24,3,value,mobile,0.0,0.0,0.0
U000480,2025-10-11,2,value,web,1.0,7908.64,7908.64
U000481,2025-06-26,3,regular,web,2.0,15462.55,7731.275
U000482,2025-12-04,3,value,web,0.0,0.0,0.0
U000483,2025-12-29,1,regular,web,0.0,0.0,0.0
U000484,2025-12-16,2,regular,mobile,0.0,0.0,0.0
U000485,2026-01-10,3,value,web,0.0,0.0,0.0
U000486,2025-12-30,2,regular,mobile,2.0,25130.03,12565.015
U000487,2025-09-24,2,value,web,0.0,0.0,0.0
U000488,2025-09-15,2,regular,mobile,1.0,13319.73,13319.73
U000489,2025-12-28,1,regular,mobile,0.0,0.0,0.0
U000490,2026-01-04,2,regular,web,0.0,0.0,0.0
U000491,2026-01-13,3,regular,mobile,0.0,0.0,0.0
U000492,2025-12-01,3,premium,web,0.0,0.0,0.0
U000493,2025-08-04,1,regular,mobile,0.0,0.0,0.0
U000494,2026-01-07,3,regular,mobile,2.0,24375.010000000002,12187.505000000001
U000495,2026-01-08,2,regular,mobile,1.0,3393.75,3393.75
U000496,2025-11-10,3,regular,mobile,0.0,0.0,0.0
U000497,2025-12-20,1,value,web,0.0,0.0,0.0
U000498,2025-10-19,3,regular,mobile,0.0,0.0,0.0
U000499,2026-01-07,3,value,mobile,0.0,0.0,0.0
U000500,2025-07-13,1,regular,web,0.0,0.0,0.0
U000501,2025-12-21,1,value,web,0.0,0.0,0.0
U000502,2025-07-05,3,value,mobile,0.0,0.0,0.0
U000503,2025-09-02,1,premium,mobile,1.0,4117.98,4117.98
U000504,2025-07-21,2,premium,web,0.0,0.0,0.0
U000505,2025-10-02,3,premium,mobile,2.0,18852.550000000003,9426.275000000001
U000506,2025-08-11,2,premium,mobile,0.0,0.0,0.0
U000507,2026-01-09,2,regular,web,0.0,0.0,0.0
U000508,2025-10-18,2,value,web,0.0,0.0,0.0
U000509,2025-12-28,1,value,mobile,2.0,16496.53,8248.265
U000510,2025-08-20,3,regular,mobile,0.0,0.0,0.0
U000511,2025-06-28,2,value,mobile,0.0,0.0,0.0
U000512,2025-12-03,1,premium,web,1.0,12682.2,12682.2
U000513,2025-11-17,2,value,mobile,0.0,0.0,0.0
U000514,2025-10-15,3,value,mobile,0.0,0.0,0.0
U000515,2025-12-11,1,value,mobile,0.0,0.0,0.0
U000516,2025-12-16,3,value,web,0.0,0.0,0.0
U000517,2025-10-24,3,value,mobile,0.0,0.0,0.0
U000518,2026-01-12,3,regular,web,0.0,0.0,0.0
U000519,2025-11-21,3,value,web,0.0,0.0,0.0
U000520,2025-11-12,3,regular,mobile,1.0,9288.45,9288.45
U000521,2025-09-07,3,premium,mobile,0.0,0.0,0.0
U000522,2025-06-23,1,regular,web,0.0,0.0,0.0
U000523,2025-08-13,3,regular,mobile,0.0,0.0,0.0
U000524,2025-11-30,2,regular,web,0.0,0.0,0.0
U000525,2025-11-19,2,value,web,1.0,11722.81,11722.81
U000526,2025-08-31,3,value,web,0.0,0.0,0.0
U000527,2025-11-01,3,premium,web,0.0,0.0,0.0
U000528,2025-08-03,3,regular,mobile,0.0,0.0,0.0
U000529,2025-08-17,2,value,mobile,1.0,1815.18,1815.18
U000530,2026-01-08,2,regular,mobile,0.0,0.0,0.0
U000531,2025-09-18,2,regular,web,1.0,2195.94,2195.94
U000532,2025-08-13,2,regular,web,0.0,0.0,0.0
U000533,2025-10-03,2,regular,web,0.0,0.0,0.0
U000534,2025-09-12,1,premium,mobile,1.0,9025.94,9025.94
U000535,2025-11-23,1,regular,web,1.0,6736.02,6736.02
U000536,2026-01-11,3,regular,web,0.0,0.0,0.0
U000537,2025-10-25,2,value,mobile,0.0,0.0,0.0
U000538,2025-10-25,3,value,mobile,1.0,10701.49,10701.49
U000539,2025-09-08,2,premium,web,0.0,0.0,0.0
U000540,2025-10-20,1,regular,web,0.0,0.0,0.0
U000541,2025-08-29,1,regular,mobile,0.0,0.0,0.0
U000542,2025-06-23,1,regular,web,0.0,0.0,0.0
U000543,2025-12-22,3,value,web,0.0,0.0,0.0
U000544,2025-09-21,1,regular,mobile,0.0,0.0,0.0
U000545,2025-10-04,2,value,web,0.0,0.0,0.0
U000546,2025-07-10,3,regular,web,0.0,0.0,0.0
U000547,2025-12-16,3,regular,web,0.0,0.0,0.0
U000548,2025-07-29,1,value,web,0.0,0.0,0.0
U000549,2025-09-17,1,value,web,0.0,0.0,0.0
U000550,2025-12-16,1,regular,web,0.0,0.0,0.0
U000551,2025-09-27,1,value,mobile,1.0,2601.71,2601.71
U000552,2026-01-04,1,value,web,1.0,9122.18,9122.18
U000553,2025-08-06,2,regular,mobile,0.0,0.0,0.0
U000554,2025-11-20,3,regular,mobile,2.0,5147.02,2573.51
U000555,2026-01-14,2,regular,web,0.0,0.0,0.0
U000556,2025-10-16,2,value,web,0.0,0.0,0.0
U000557,2025-11-15,1,premium,mobile,0.0,0.0,0.0
U000558,2025-09-14,3,value,mobile,0.0,0.0,0.0
U000559,2025-11-28,2,value,mobile,0.0,0.0,0.0
U000560,2025-12-31,3,value,web,0.0,0.0,0.0
U000561,2025-11-18,3,value,web,0.0,0.0,0.0
U000562,2026-01-05,2,value,web,0.0,0.0,0.0
U000563,2025-10-25,1,value,mobile,0.0,0.0,0.0
U000564,2025-10-22,1,value,mobile,1.0,2076.32,2076.32
U000565,2025-08-26,2,regular,web,0.0,0.0,0.0
U000566,2025-11-19,3,premium,mobile,0.0,0.0,0.0
U000567,2025-12-25,2,value,web,0.0,0.0,0.0
U000568,2025-11-06,3,value,mobile,2.0,68252.19,34126.095
U000569,2025-08-11,2,premium,web,0.0,0.0,0.0
U000570,2025-10-15,1,premium,mobile,0.0,0.0,0.0
U000571,2025-11-29,2,regular,mobile,0.0,0.0,0.0
U000572,2026-01-06,2,value,mobile,1.0,10418.93,10418.93
U000573,2025-07-26,2,regular,web,0.0,0.0,0.0
U000574,2025-07-20,2,value,mobile,1.0,9084.09,9084.09
U000575,2025-09-18,1,value,mobile,1.0,2760.83,2760.83
U000576,2025-07-19,3,regular,web,0.0,0.0,0.0
U000577,2026-01-15,1,regular,web,0.0,0.0,0.0
U000578,2025-09-20,3,regular,mobile,1.0,3237.93,3237.93
U000579,2025-10-13,1,regular,web,0.0,0.0,0.0
U000580,2025-08-10,1,value,web,0.0,0.0,0.0
U000581,2025-09-25,2,value,web,1.0,1327.24,1327.24
U000582,2026-01-16,2,regular,web,0.0,0.0,0.0
U000583,2025-10-04,2,premium,web,0.0,0.0,0.0
U000584,2025-06-25,2,value,mobile,0.0,0.0,0.0
U000585,2025-08-13,3,regular,web,0.0,0.0,0.0
U000586,2026-01-14,2,value,mobile,1.0,1964.56,1964.56
U000587,2026-01-17,2,value,web,0.0,0.0,0.0
U000588,2025-08-06,2,regular,web,0.0,0.0,0.0
U000589,2025-10-30,1,value,web,0.0,0.0,0.0
U000590,2025-07-09,2,regular,mobile,0.0,0.0,0.0
U000591,2025-10-22,1,regular,mobile,0.0,0.0,0.0
U000592,2025-07-19,2,value,web,0.0,0.0,0.0
U000593,2025-12-12,1,value,web,0.0,0.0,0.0
U000594,2026-01-06,3,value,web,0.0,0.0,0.0
U000595,2025-07-29,2,premium,web,0.0,0.0,0.0
U000596,2025-09-28,3,regular,mobile,0.0,0.0,0.0
U000597,2025-07-14,2,regular,web,0.0,0.0,0.0
U000598,2025-09-02,1,value,mobile,0.0,0.0,0.0
U000599,2025-07-07,3,regular,mobile,0.0,0.0,0.0
U000600,2025-08-17,2,value,web,0.0,0.0,0.0
U000601,2026-01-17,3,regular,mobile,2.0,14701.419999999998,7350.709999999999
U000602,2025-07-02,2,regular,web,0.0,0.0,0.0
U000603,2025-12-20,2,regular,mobile,0.0,0.0,0.0
U000604,2025-07-09,3,value,web,0.0,0.0,0.0
U000605,2025-10-12,2,value,mobile,0.0,0.0,0.0
U000606,2025-09-26,2,value,web,0.0,0.0,0.0
U000607,2026-01-05,2,regular,web,0.0,0.0,0.0
U000608,2025-08-04,2,premium,mobile,0.0,0.0,0.0
U000609,2025-07-31,3,value,web,0.0,0.0,0.0
U000610,2025-11-27,2,regular,web,2.0,33470.09,16735.045
U000611,2025-11-22,2,regular,mobile,0.0,0.0,0.0
U000612,2025-11-17,3,value,web,1.0,12571.42,12571.42
U000613,2025-06-28,2,value,mobile,0.0,0.0,0.0
U000614,2025-08-17,3,value,mobile,0.0,0.0,0.0
U000615,2025-12-16,2,regular,mobile,0.0,0.0,0.0
U000616,2025-10-27,1,regular,web,1.0,10674.12,10674.12
U000617,2025-10-27,3,regular,web,0.0,0.0,0.0
U000618,2025-08-24,1,premium,mobile,0.0,0.0,0.0
U000619,2025-08-17,1,regular,web,0.0,0.0,0.0
U000620,2026-01-08,2,premium,web,0.0,0.0,0.0
U000621,2025-11-23,3,regular,web,0.0,0.0,0.0
U000622,2025-07-20,3,premium,web,1.0,8257.66,8257.66
U000623,2026-01-06,2,regular,mobile,0.0,0.0,0.0
U000624,2025-10-23,1,regular,mobile,1.0,1680.9,1680.9
U000625,2025-09-01,3,regular,mobile,0.0,0.0,0.0
U000626,2025-09-14,1,premium,mobile,1.0,16261.45,16261.45
U000627,2025-11-22,1,regular,web,0.0,0.0,0.0
U000628,2025-09-10,2,regular,web,1.0,5895.8,5895.8
U000629,2025-10-22,2,regular,web,0.0,0.0,0.0
U000630,2025-11-19,3,premium,mobile,0.0,0.0,0.0
U000631,2025-08-03,3,regular,web,0.0,0.0,0.0
U000632,2026-01-07,3,regular,mobile,0.0,0.0,0.0
U000633,2025-09-06,1,regular,web,1.0,6251.26,6251.26
U000634,2025-09-19,2,premium,mobile,0.0,0.0,0.0
U000635,2025-11-17,2,value,mobile,1.0,14998.36,14998.36
U000636,2025-10-29,1,regular,mobile,0.0,0.0,0.0
U000637,2025-09-23,2,regular,web,0.0,0.0,0.0
U000638,2025-11-06,2,premium,mobile,2.0,22894.760000000002,11447.380000000001
U000639,2025-12-30,1,premium,web,0.0,0.0,0.0
U000640,2025-12-08,2,regular,web,0.0,0.0,0.0
U000641,2025-12-13,3,regular,web,0.0,0.0,0.0
U000642,2025-08-16,1,value,web,1.0,4356.86,4356.86
U000643,2025-09-19,2,premium,mobile,0.0,0.0,0.0
U000644,2025-10-17,3,value,web,0.0,0.0,0.0
U000645,2025-07-02,3,regular,web,0.0,0.0,0.0
U000646,2025-12-02,3,regular,mobile,0.0,0.0,0.0
U000647,2025-08-30,2,regular,mobile,0.0,0.0,0.0
U000648,2025-08-21,3,value,mobile,1.0,4768.5,4768.5
U000649,2025-08-16,1,value,mobile,1.0,2313.82,2313.82
U000650,2025-08-21,2,premium,web,0.0,0.0,0.0
U000651,2025-09-02,1,regular,mobile,0.0,0.0,0.0
U000652,2025-10-28,2,value,web,1.0,14385.61,14385.61
U000653,2025-10-23,2,regular,web,1.0,8296.52,8296.52
U000654,2025-08-16,1,value,web,0.0,0.0,0.0
U000655,2025-08-05,3,premium,mobile,1.0,10379.08,10379.08
U000656,2025-12-13,2,value,web,0.0,0.0,0.0
U000657,2025-07-12,2,value,mobile,0.0,0.0,0.0
U000658,2025-10-09,1,value,web,0.0,0.0,0.0
U000659,2025-10-10,2,regular,web,1.0,6357.77,6357.77
U000660,2025-10-22,2,regular,web,0.0,0.0,0.0
U000661,2025-12-26,2,regular,web,1.0,16795.41,16795.41
U000662,2025-11-01,1,regular,web,0.0,0.0,0.0
U000663,2026-01-13,3,value,mobile,1.0,8762.86,8762.86
U000664,2025-12-23,3,value,web,0.0,0.0,0.0
U000665,2025-08-07,2,value,web,0.0,0.0,0.0
U000666,2025-08-13,2,premium,mobile,0.0,0.0,0.0
U000667,2025-09-03,3,value,web,0.0,0.0,0.0
U000668,2025-09-13,3,premium,web,0.0,0.0,0.0
U000669,2025-10-17,2,value,web,0.0,0.0,0.0
U000670,2025-08-11,3,value,web,2.0,7177.89,3588.945
U000671,2025-08-09,3,value,web,0.0,0.0,0.0
U000672,2025-09-11,3,value,mobile,0.0,0.0,0.0
U000673,2025-11-11,2,regular,web,1.0,5195.92,5195.92
U000674,2025-11-14,1,regular,mobile,0.0,0.0,0.0
U000675,2026-01-14,1,value,web,0.0,0.0,0.0
U000676,2025-08-04,2,regular,mobile,0.0,0.0,0.0
U000677,2025-09-13,2,regular,mobile,0.0,0.0,0.0
U000678,2026-01-12,2,premium,web,0.0,0.0,0.0
U000679,2025-11-15,2,premium,web,0.0,0.0,0.0
U000680,2025-10-25,2,regular,web,1.0,7590.09,7590.09
U000681,2025-10-14,3,regular,mobile,0.0,0.0,0.0
U000682,2025-07-09,1,regular,mobile,0.0,0.0,0.0
U000683,2025-12-28,1,regular,web,1.0,5589.41,5589.41
U000684,2025-11-01,3,regular,mobile,0.0,0.0,0.0
U000685,2025-10-21,3,value,web,1.0,3780.77,3780.77
U000686,2025-10-14,3,regular,web,0.0,0.0,0.0
U000687,2025-09-13,3,premium,mobile,0.0,0.0,0.0
U000688,2025-08-15,3,value,web,0.0,0.0,0.0
U000689,2025-11-29,2,regular,web,0.0,0.0,0.0
U000690,2025-10-08,2,premium,mobile,0.0,0.0,0.0
U000691,2025-06-30,2,value,web,1.0,2759.32,2759.32
U000692,2025-09-15,2,regular,mobile,1.0,2811.75,2811.75
U000693,2026-01-04,3,premium,web,0.0,0.0,0.0
U000694,2025-09-09,2,premium,web,0.0,0.0,0.0
U000695,2025-09-18,2,value,web,0.0,0.0,0.0
U000696,2025-11-01,2,value,mobile,0.0,0.0,0.0
U000697,2025-12-08,1,regular,web,0.0,0.0,0.0
U000698,2025-11-10,1,value,web,0.0,0.0,0.0
U000699,2025-12-18,1,value,mobile,0.0,0.0,0.0
U000700,2025-07-17,3,value,mobile,0.0,0.0,0.0
U000701,2026-01-03,2,value,mobile,0.0,0.0,0.0
U000702,2025-12-30,3,regular,mobile,0.0,0.0,0.0
U000703,2025-10-10,2,regular,web,0.0,0.0,0.0
U000704,2025-11-01,1,regular,mobile,1.0,3417.09,3417.09
U000705,2025-08-07,1,regular,mobile,0.0,0.0,0.0
U000706,2025-09-25,3,regular,mobile,0.0,0.0,0.0
U000707,2025-08-05,2,value,mobile,0.0,0.0,0.0
U000708,2025-06-28,3,value,web,0.0,0.0,0.0
U000709,2026-01-15,1,value,web,0.0,0.0,0.0
U000710,2025-08-16,2,value,mobile,0.0,0.0,0.0
U000711,2025-10-25,3,value,web,0.0,0.0,0.0
U000712,2025-08-25,1,value,web,0.0,0.0,0.0
U000713,2025-09-09,2,value,web,2.0,25597.75,12798.875
U000714,2025-09-14,3,regular,mobile,0.0,0.0,0.0
U000715,2025-09-01,2,regular,mobile,0.0,0.0,0.0
U000716,2025-11-04,2,premium,mobile,0.0,0.0,0.0
U000717,2026-01-11,2,regular,mobile,0.0,0.0,0.0
U000718,2025-09-21,2,regular,mobile,0.0,0.0,0.0
U000719,2026-01-13,3,value,mobile,1.0,2590.49,2590.49
U000720,2025-11-10,3,regular,web,0.0,0.0,0.0
U000721,2025-10-28,2,value,mobile,0.0,0.0,0.0
U000722,2025-08-12,3,regular,web,0.0,0.0,0.0
U000723,2025-07-06,1,regular,web,0.0,0.0,0.0
U000724,2025-12-19,1,regular,web,1.0,1213.31,1213.31
U000725,2025-10-21,2,value,mobile,0.0,0.0,0.0
U000726,2025-09-18,3,regular,mobile,0.0,0.0,0.0
U000727,2025-12-10,1,regular,mobile,1.0,5663.5,5663.5
U000728,2025-08-27,1,regular,mobile,0.0,0.0,0.0
U000729,2025-12-05,2,regular,mobile,0.0,0.0,0.0
U000730,2025-08-31,3,regular,web,0.0,0.0,0.0
U000731,2026-01-02,1,value,mobile,1.0,12339.29,12339.29
U000732,2025-08-18,2,regular,mobile,1.0,8216.83,8216.83
U000733,2025-07-22,3,regular,mobile,0.0,0.0,0.0
U000734,2025-11-17,2,value,web,0.0,0.0,0.0
U000735,2025-07-27,1,value,web,0.0,0.0,0.0
U000736,2026-01-08,1,premium,mobile,0.0,0.0,0.0
U000737,2025-11-08,2,regular,web,0.0,0.0,0.0
U000738,2025-08-10,2,regular,web,2.0,19818.39,9909.195
U000739,2025-08-06,3,regular,web,1.0,4095.09,4095.09
U000740,2026-01-03,2,regular,web,1.0,1885.61,1885.61
U000741,2025-10-29,2,regular,web,1.0,14919.19,14919.19
U000742,2025-12-28,3,value,mobile,1.0,7089.88,7089.88
U000743,2025-07-16,2,regular,mobile,0.0,0.0,0.0
U000744,2026-01-03,2,regular,mobile,0.0,0.0,0.0
U000745,2025-10-10,3,value,web,0.0,0.0,0.0
U000746,2025-11-10,1,regular,web,1.0,7289.84,7289.84
U000747,2025-09-09,3,value,web,0.0,0.0,0.0
U000748,2025-07-05,3,regular,web,1.0,7695.28,7695.28
U000749,2026-01-10,1,regular,web,1.0,7249.5,7249.5
U000750,2026-01-18,2,regular,mobile,0.0,0.0,0.0
U000751,2025-09-07,1,regular,mobile,0.0,0.0,0.0
U000752,2026-01-07,1,premium,web,0.0,0.0,0.0
U000753,2025-07-28,2,regular,web,1.0,7070.31,7070.31
U000754,2025-07-25,2,regular,web,0.0,0.0,0.0
U000755,2025-07-08,3,regular,web,0.0,0.0,0.0
U000756,2025-09-13,3,value,web,0.0,0.0,0.0
U000757,2025-07-04,3,value,web,0.0,0.0,0.0
U000758,2025-09-14,2,regular,web,1.0,7839.78,7839.78
U000759,2025-07-22,2,value,web,0.0,0.0,0.0
U000760,2025-11-23,2,regular,mobile,0.0,0.0,0.0
U000761,2025-12-15,1,regular,web,0.0,0.0,0.0
U000762,2025-11-14,3,regular,web,0.0,0.0,0.0
U000763,2025-08-04,2,value,web,0.0,0.0,0.0
U000764,2025-12-01,1,regular,web,0.0,0.0,0.0
U000765,2025-08-14,3,regular,mobile,1.0,10667.23,10667.23
U000766,2025-11-29,2,regular,mobile,0.0,0.0,0.0
U000767,2025-10-20,1,value,mobile,1.0,6437.47,6437.47
U000768,2025-09-08,1,regular,mobile,1.0,6281.05,6281.05
U000769,2025-07-10,2,value,web,0.0,0.0,0.0
U000770,2025-12-14,3,regular,web,1.0,3618.85,3618.85
U000771,2026-01-06,1,value,web,0.0,0.0,0.0
U000772,2025-11-10,3,premium,web,0.0,0.0,0.0
U000773,2026-01-11,3,value,mobile,0.0,0.0,0.0
U000774,2026-01-05,3,regular,web,0.0,0.0,0.0
U000775,2025-08-03,1,value,web,1.0,7736.67,7736.67
U000776,2025-11-23,1,regular,web,1.0,6307.16,6307.16
U000777,2025-09-04,3,regular,web,0.0,0.0,0.0
U000778,2025-10-03,2,regular,mobile,0.0,0.0,0.0
U000779,2025-07-26,2,value,web,0.0,0.0,0.0
U000780,2026-01-14,3,value,web,1.0,7488.56,7488.56
U000781,2025-11-22,1,value,web,0.0,0.0,0.0
U000782,2025-08-18,3,premium,mobile,0.0,0.0,0.0
U000783,2025-09-09,3,regular,web,0.0,0.0,0.0
U000784,2025-09-20,3,value,mobile,1.0,8092.77,8092.77
U000785,2025-11-27,2,premium,web,0.0,0.0,0.0
U000786,2026-01-03,3,value,web,1.0,5688.28,5688.28
U000787,2025-08-29,2,regular,mobile,0.0,0.0,0.0
U000788,2025-09-30,3,regular,web,0.0,0.0,0.0
U000789,2025-10-26,3,premium,web,1.0,1033.15,1033.15
U000790,2025-09-14,3,regular,mobile,0.0,0.0,0.0
U000791,2025-10-07,2,regular,web,0.0,0.0,0.0
U000792,2025-07-15,1,premium,web,0.0,0.0,0.0
U000793,2025-07-28,1,value,mobile,0.0,0.0,0.0
U000794,2025-09-15,2,premium,web,1.0,4474.05,4474.05
U000795,2026-01-01,2,regular,web,0.0,0.0,0.0
U000796,2025-09-04,2,premium,web,1.0,3255.34,3255.34
U000797,2025-08-14,2,value,mobile,2.0,20616.260000000002,10308.130000000001
U000798,2025-11-26,3,value,web,3.0,14520.599999999999,4840.2
U000799,2026-01-08,3,regular,web,1.0,13352.15,13352.15
U000800,2025-09-27,1,regular,mobile,0.0,0.0,0.0
U000801,2025-06-25,3,regular,mobile,1.0,3028.3,3028.3
U000802,2025-11-14,2,premium,mobile,0.0,0.0,0.0
U000803,2025-09-18,2,regular,web,0.0,0.0,0.0
U000804,2025-11-11,1,value,web,0.0,0.0,0.0
U000805,2025-08-20,3,regular,web,0.0,0.0,0.0
U000806,2025-06-23,3,value,mobile,0.0,0.0,0.0
U000807,2025-09-03,3,value,web,0.0,0.0,0.0
U000808,2025-11-18,3,value,mobile,0.0,0.0,0.0
U000809,2025-09-13,3,regular,web,0.0,0.0,0.0
U000810,2025-08-08,2,regular,mobile,0.0,0.0,0.0
U000811,2025-09-28,2,regular,mobile,0.0,0.0,0.0
U000812,2025-11-28,2,regular,web,0.0,0.0,0.0
U000813,2025-07-18,3,regular,mobile,0.0,0.0,0.0
U000814,2025-11-15,1,regular,mobile,0.0,0.0,0.0
U000815,2025-11-10,2,premium,web,0.0,0.0,0.0
U000816,2025-09-09,3,regular,web,2.0,15354.4,7677.2
U000817,2026-01-13,2,regular,mobile,0.0,0.0,0.0
U000818,2025-12-28,3,regular,web,0.0,0.0,0.0
U000819,2025-08-28,2,regular,web,0.0,0.0,0.0
U000820,2025-06-29,3,premium,web,0.0,0.0,0.0
U000821,2025-08-27,3,regular,mobile,0.0,0.0,0.0
U000822,2025-08-05,2,regular,web,0.0,0.0,0.0
U000823,2025-10-16,3,value,mobile,0.0,0.0,0.0
U000824,2026-01-02,2,regular,web,0.0,0.0,0.0
U000825,2025-12-23,2,regular,web,0.0,0.0,0.0
U000826,2025-08-26,2,regular,mobile,1.0,5210.64,5210.64
U000827,2025-09-21,3,regular,web,0.0,0.0,0.0
U000828,2025-07-01,1,value,web,1.0,4552.05,4552.05
U000829,2025-10-15,1,premium,web,0.0,0.0,0.0
U000830,2025-07-06,3,value,mobile,0.0,0.0,0.0
U000831,2026-01-06,2,premium,web,1.0,8200.0,8200.0
U000832,2025-12-22,2,value,web,0.0,0.0,0.0
U000833,2025-08-07,1,regular,web,0.0,0.0,0.0
U000834,2025-11-17,2,regular,web,0.0,0.0,0.0
U000835,2025-10-20,3,regular,web,0.0,0.0,0.0
U000836,2025-12-08,1,value,web,0.0,0.0,0.0
U000837,2025-10-01,2,premium,web,0.0,0.0,0.0
U000838,2025-08-02,3,regular,web,0.0,0.0,0.0
U000839,2025-11-04,1,regular,mobile,0.0,0.0,0.0
U000840,2025-07-10,3,regular,mobile,0.0,0.0,0.0
U000841,2025-10-24,2,value,web,0.0,0.0,0.0
U000842,2025-08-07,3,regular,web,0.0,0.0,0.0
U000843,2025-11-14,3,value,web,0.0,0.0,0.0
U000844,2025-12-14,3,value,mobile,0.0,0.0,0.0
U000845,2025-07-16,1,regular,web,0.0,0.0,0.0
U000846,2025-09-15,2,regular,web,1.0,2562.23,2562.23
U000847,2025-11-24,3,value,web,0.0,0.0,0.0
U000848,2025-07-27,1,value,web,0.0,0.0,0.0
U000849,2025-10-20,1,value,web,0.0,0.0,0.0
U000850,2025-11-11,1,value,web,0.0,0.0,0.0
U000851,2025-09-05,3,regular,mobile,0.0,0.0,0.0
U000852,2025-12-15,3,value,mobile,0.0,0.0,0.0
U000853,2025-10-08,2,premium,mobile,1.0,4722.98,4722.98
U000854,2025-11-02,3,value,mobile,0.0,0.0,0.0
U000855,2025-07-23,2,value,web,0.0,0.0,0.0
U000856,2025-06-28,2,premium,mobile,1.0,8599.84,8599.84
U000857,2025-07-04,2,value,mobile,0.0,0.0,0.0
U000858,2025-12-30,2,regular,mobile,0.0,0.0,0.0
U000859,2025-12-25,1,premium,mobile,0.0,0.0,0.0
U000860,2025-12-10,3,premium,web,0.0,0.0,0.0
U000861,2025-08-04,3,regular,web,0.0,0.0,0.0
U000862,2025-10-11,2,value,web,0.0,0.0,0.0
U000863,2025-12-07,2,regular,web,0.0,0.0,0.0
U000864,2025-11-12,1,premium,web,0.0,0.0,0.0
U000865,2025-07-17,3,premium,web,0.0,0.0,0.0
U000866,2025-12-28,3,value,web,0.0,0.0,0.0
U000867,2025-07-27,3,regular,mobile,0.0,0.0,0.0
U000868,2025-07-29,2,value,mobile,0.0,0.0,0.0
U000869,2025-12-29,1,value,mobile,0.0,0.0,0.0
U000870,2025-10-03,1,regular,web,0.0,0.0,0.0
U000871,2025-09-09,1,value,mobile,1.0,1902.33,1902.33
U000872,2025-10-17,1,value,mobile,0.0,0.0,0.0
U000873,2026-01-15,1,value,mobile,0.0,0.0,0.0
U000874,2025-07-18,3,regular,mobile,0.0,0.0,0.0
U000875,2025-11-29,1,value,web,0.0,0.0,0.0
U000876,2025-09-01,1,regular,web,1.0,3894.89,3894.89
U000877,2025-07-18,3,value,mobile,0.0,0.0,0.0
U000878,2025-09-20,2,premium,mobile,0.0,0.0,0.0
U000879,2025-10-16,3,value,web,0.0,0.0,0.0
U000880,2025-08-05,2,regular,web,0.0,0.0,0.0
U000881,2025-09-16,3,value,web,0.0,0.0,0.0
U000882,2025-11-03,2,value,web,0.0,0.0,0.0
U000883,2025-10-22,2,value,mobile,0.0,0.0,0.0
U000884,2025-11-22,3,value,mobile,0.0,0.0,0.0
U000885,2025-12-16,2,value,web,0.0,0.0,0.0
U000886,2025-09-17,2,regular,web,0.0,0.0,0.0
U000887,2025-09-20,2,regular,web,1.0,2710.42,2710.42
U000888,2025-10-05,1,value,web,1.0,1847.89,1847.89
U000889,2025-10-20,3,regular,web,0.0,0.0,0.0
U000890,2025-07-16,2,regular,mobile,0.0,0.0,0.0
U000891,2025-08-28,1,value,mobile,1.0,11887.53,11887.53
U000892,2025-07-29,1,regular,web,0.0,0.0,0.0
U000893,2025-09-12,3,value,mobile,0.0,0.0,0.0
U000894,2026-01-13,2,value,mobile,0.0,0.0,0.0
U000895,2025-10-23,2,regular,web,0.0,0.0,0.0
U000896,2025-09-21,3,premium,mobile,1.0,12207.85,12207.85
U000897,2025-10-20,1,premium,mobile,1.0,9297.36,9297.36
