session_id,user_id,session_start_ts,device,channel,campaign_id,variant,is_new_user
S0001179,U002105,2025-11-03T16:13:41,web,paid_social,C005,A,0
S0001180,U001657,2026-01-03T01:38:09,mobile,paid_social,C033,,0
S0001181,,2025-11-13T23:16:39,web,search,C009,,0
S0001182,U000638,2026-01-19T01:07:45,web,paid_social,C016,B,0
S0001183,U000055,2025-12-11T03:13:36,mobile,search,C009,,0
S0001184,,2025-11-11T09:03:44,web,paid_social,C024,,0
S0001185,U001713,2025-12-05T01:56:47,mobile,search,C011,,1
S0001186,,2025-11-20T14:59:58,web,organic,C039,,0
S0001187,U001006,2025-12-30T14:14:08,web,search,C018,A,0
S0001188,U001517,2025-10-30T23:08:18,web,organic,C002,B,0
S0001189,,2026-01-06T13:42:07,mobile,organic,C023,,0
S0001190,U001050,2025-12-29T12:01:25,web,search,C009,B,0
S0001191,U001825,2026-01-06T23:07:19,web,search,C015,B,0
S0001192,U000606,2026-01-09T23:45:45,mobile,organic,C038,,0
S0001193,U000701,2025-11-11T02:53:46,mobile,organic,C008,,1
S0001194,U000301,2025-12-07T07:56:55,web,search,C029,B,0
S0001195,U000481,2026-01-05T22:24:29,mobile,referral,C028,,0
S0001196,,2025-11-24T09:44:03,mobile,search,C016,,0
S0001197,,2025-10-26T21:03:23,mobile,email,C018,,0
S0001198,U001876,2025-11-16T16:30:22,web,search,C004,A,1
S0001199,,2025-11-12T05:07:26,mobile,organic,C020,,0
S0001200,,2026-01-07T17:54:41,web,organic,C021,,0
S0001201,U000548,2025-12-02T04:29:03,web,search,C024,A,0
S0001202,U000101,2025-12-21T23:01:54,web,referral,C032,B,1
S0001203,U001135,2026-01-16T00:45:12,web,organic,C038,,0
S0001204,U000349,2025-11-17T08:49:18,mobile,search,C017,,0
S0001205,,2025-12-28T22:46:01,mobile,paid_social,C036,,0
S0001206,U000616,2025-10-23T11:44:47,web,paid_social,C034,B,1
S0001207,U001623,2025-10-30T19:28:01,web,paid_social,C013,,1
S0001208,U000579,2025-11-05T00:12:17,web,organic,C012,A,0
S0001209,,2025-11-18T13:23:59,mobile,referral,C022,,0
S0001210,,2025-11-26T17:01:42,web,search,C020,,0
S0001211,U000404,2025-12-03T08:55:49,mobile,organic,C015,,0
S0001212,U000879,2025-11-12T12:29:30,web,email,C004,A,0
S0001213,,2025-10-27T09:36:04,mobile,referral,C032,,0
S0001214,U001941,2025-12-21T10:01:33,mobile,referral,C022,,0
S0001215,,2025-10-23T13:41:04,web,search,C008,,0
S0001216,U001583,2026-01-02T07:01:57,mobile,email,C035,,0
S0001217,U001296,2026-01-13T01:33:02,mobile,organic,C038,,0
S0001218,U002004,2025-12-24T08:58:22,web,email,C007,B,0
S0001219,U000967,2025-12-14T01:51:03,web,paid_social,C022,A,0
S0001220,U001899,2025-12-19T13:44:10,mobile,search,C025,,1
S0001221,U001977,2025-12-19T03:22:32,web,organic,C010,A,0
S0001222,U002028,2026-01-13T07:03:33,mobile,paid_social,C013,,1
S0001223,U001531,2026-01-16T05:28:36,web,search,C016,A,0
S0001224,U002157,2025-11-28T20:16:23,mobile,referral,C015,,0
S0001225,U001640,2025-12-15T23:28:01,mobile,email,C028,,0
S0001226,U000686,2026-01-01T16:38:21,web,email,C001,A,0
S0001227,U000346,2025-10-21T12:49:06,web,organic,C027,A,1
S0001228,U000462,2025-12-07T20:55:49,mobile,paid_social,C022,,1
S0001229,U001263,2025-12-19T04:47:20,web,paid_social,C031,A,0
S0001230,U000364,2025-12-24T23:44:23,web,search,C040,B,0
S0001231,U000523,2025-11-23T15:09:40,mobile,organic,C018,,0
S0001232,U001382,2025-11-17T01:10:05,web,paid_social,C006,A,0
S0001233,U000733,2025-11-06T20:00:14,mobile,organic,C018,,0
S0001234,U001499,2025-12-10T15:27:27,web,organic,C010,A,0
S0001235,U002195,2026-01-12T04:16:17,mobile,organic,C021,,0
S0001236,U000194,2026-01-10T01:53:20,mobile,organic,C010,,0
S0001237,U001411,2025-11-22T20:06:09,web,search,C001,,0
S0001238,U001807,2025-11-13T15:32:35,web,organic,C023,A,0
S0001239,,2025-12-31T10:22:14,web,search,C013,,0
S0001240,U001723,2025-12-25T16:31:58,mobile,email,C008,,0
S0001241,,2025-12-05T22:06:36,web,paid_social,C001,,0
S0001242,,2025-11-25T10:52:53,web,search,C039,,0
S0001243,U000114,2025-11-01T13:58:46,mobile,organic,C034,,1
S0001244,U000959,2025-12-31T02:28:31,mobile,search,C028,,0
S0001245,,2025-12-16T00:17:57,web,paid_social,C015,,0
S0001246,U000339,2025-11-24T08:38:26,mobile,email,C026,,1
S0001247,,2026-01-12T03:09:29,mobile,email,C022,,0
S0001248,U001113,2025-12-19T19:28:09,web,search,C001,B,0
S0001249,U001932,2026-01-13T01:43:55,mobile,organic,C037,,0
S0001250,,2025-12-03T03:18:25,mobile,paid_social,C019,,0
S0001251,U001608,2025-12-01T08:33:02,mobile,referral,C019,,0
S0001252,U001331,2026-01-13T19:00:46,mobile,referral,C033,,0
S0001253,U001433,2026-01-15T19:43:32,,referral,C029,A,0
S0001254,U000682,2026-01-15T21:50:00,mobile,organic,C021,,0
S0001255,U001520,2026-01-03T03:23:40,mobile,email,C035,,1
S0001256,U000545,2025-12-02T01:22:24,web,organic,C030,A,0
S0001257,U001677,2025-11-09T08:49:21,web,organic,C024,B,0
S0001258,U000971,2025-11-24T22:48:30,mobile,paid_social,C028,,1
S0001259,U001056,2026-01-13T21:17:55,web,organic,C007,A,0
S0001260,U001278,2025-11-23T03:51:12,web,search,C038,A,0
S0001261,,2025-12-28T13:05:08,web,organic,C036,,0
S0001262,U000809,2026-01-12T12:15:55,web,organic,C015,A,0
S0001263,U000448,2026-01-16T18:37:23,web,organic,C002,,0
S0001264,U002120,2026-01-14T17:33:08,web,search,C034,A,0
S0001265,U000928,2025-12-10T09:30:02,web,organic,C021,,0
S0001266,U000013,2025-12-04T17:02:13,web,search,C011,B,1
S0001267,U000058,2026-01-18T07:52:46,mobile,paid_social,C040,,0
S0001268,U002009,2025-11-10T01:50:35,mobile,organic,C023,,1
S0001269,,2025-11-07T07:38:29,web,email,C009,,0
S0001270,U000002,2026-01-16T03:02:59,web,organic,C025,A,0
S0001271,,2025-12-22T11:14:13,web,email,C031,,0
S0001272,,2025-12-08T16:59:34,web,referral,C018,,0
S0001273,U000176,2025-11-02T07:48:13,mobile,referral,C028,,1
S0001274,,2025-12-06T15:10:30,mobile,search,C005,,0
S0001275,U000131,2026-01-14T10:05:37,web,email,C012,,0
S0001276,U001602,2025-12-14T16:49:17,,organic,C018,,0
S0001277,U001842,2025-11-26T20:34:26,mobile,referral,C005,,0
S0001278,,2025-12-10T00:57:31,web,organic,C008,,0
S0001279,U000292,2026-01-09T04:38:58,mobile,search,C022,,0
S0001280,U001598,2026-01-11T14:19:45,web,search,C020,,0
S0001281,U000726,2025-11-26T10:45:59,mobile,email,C015,,0
S0001282,U000899,2025-12-15T03:59:16,web,paid_social,C001,B,0
S0001283,U000554,2025-11-15T13:39:13,web,organic,C016,A,1
S0001284,U001726,2025-12-01T00:55:13,web,organic,C020,B,1
S0001285,U001276,2025-11-10T05:31:21,web,email,C040,B,0
S0001286,U000341,2025-12-08T06:33:22,web,referral,C016,A,0
S0001287,U000897,2025-12-12T11:34:29,mobile,organic,C021,,0
S0001288,U001747,2025-11-20T20:18:12,web,paid_social,C001,,1
S0001289,U002063,2025-11-14T22:21:06,mobile,search,C008,,0
S0001290,U002067,2025-11-04T00:47:29,web,organic,C025,B,1
S0001291,U000297,2025-11-02T23:59:25,mobile,organic,C020,,0
S0001292,U001887,2025-12-24T11:19:55,web,PAID_SOCIAL,C013,A,0
S0001293,U001246,2025-11-10T09:18:51,web,organic,C016,B,1
S0001294,U001628,2025-11-01T01:24:23,web,email,C024,A,1
S0001295,U000849,2026-01-19T08:08:20,web,organic,C018,,0
S0001296,U001434,2025-11-13T19:59:44,web,paid_social,C036,A,1
S0001297,,2026-01-10T02:02:25,mobile,organic,C009,,0
S0001298,U001147,2025-12-15T06:25:04,web,paid_social,C035,B,0
S0001299,,2025-12-24T19:07:39,web,organic,C037,,0
S0001300,U000870,2025-12-10T22:09:39,web,search,C021,,0
S0001301,U000898,2025-11-06T17:07:42,mobile,search,C007,,1
S0001302,U001905,2026-01-05T16:12:27,web,paid_social,C019,A,0
S0001303,U001383,2026-01-03T22:59:50,web,search,C037,A,0
S0001304,U001425,2025-11-21T21:53:48,web,organic,C022,A,0
S0001305,U000625,2025-12-29T04:29:37,mobile,organic,C026,,0
S0001306,U000957,2025-12-09T07:32:35,mobile,organic,C016,,1
S0001307,U001041,2026-01-11T06:07:20,web,organic,C024,A,1
S0001308,U001727,2026-01-01T16:40:36,web,organic,C012,A,0
S0001309,U000409,2025-10-25T03:07:37,web,organic,C011,,1
S0001310,U000120,2026-01-08T13:48:44,web,search,C007,A,0
S0001311,U001112,2026-01-16T14:40:46,mobile,organic,C028,,0
S0001312,U001789,2025-12-27T05:38:00,mobile,search,C037,,1
S0001313,U001614,2025-11-01T05:35:21,web,email,C015,B,0
S0001314,U001784,2026-01-02T02:30:29,mobile,email,C003,,1
S0001315,,2025-12-18T17:09:08,web,search,C017,,0
S0001316,U000503,2025-11-20T22:26:27,mobile,organic,C014,,0
S0001317,U001452,2026-01-09T00:04:55,mobile,search,C025,,0
S0001318,U000083,2025-12-11T08:12:00,mobile,organic,C007,,1
S0001319,U001971,2026-01-06T04:54:01,web,search,C032,B,0
S0001320,U001571,2025-12-20T18:01:18,web,referral,C003,A,0
S0001321,U001109,2025-11-16T09:46:15,web,paid_social,C016,A,0
S0001322,U000440,2026-01-17T04:36:59,web,referral,C007,B,0
S0001323,U000551,2025-12-11T19:56:53,web,organic,C035,A,0
S0001324,U002192,2025-12-06T22:46:02,mobile,organic,C019,,0
S0001325,U000033,2025-11-26T18:09:25,mobile,organic,C037,,0
S0001326,U000021,2025-11-02T17:04:46,mobile,organic,C023,,1
S0001327,U000765,2025-12-22T04:47:45,mobile,organic,C031,,0
S0001328,,2025-11-29T05:06:08,web,referral,C036,,0
S0001329,U001489,2026-01-13T13:20:21,web,search,C033,B,0
S0001330,U000093,2026-01-16T07:11:09,web,referral,C028,B,0
S0001331,U001729,2025-12-29T12:40:49,mobile,email,C032,,0
S0001332,U001722,2025-11-12T06:21:53,web,paid_social,C033,B,0
S0001333,U000505,2025-12-24T21:05:32,web,referral,C027,A,0
S0001334,U001274,2025-10-23T06:41:13,web,organic,C023,B,1
S0001335,U001478,2026-01-03T19:36:04,mobile,email,C021,,1
S0001336,U001867,2025-12-04T20:47:32,mobile,paid_social,C009,,0
S0001337,U001612,2026-01-13T17:56:01,mobile,paid_social,C024,,0
S0001338,U002118,2025-11-24T10:32:16,,paid_social,C034,B,1
S0001339,U000256,2025-11-14T03:01:52,web,referral,C035,B,0
S0001340,U001343,2026-01-18T23:53:52,web,referral,C019,B,0
S0001341,U001701,2025-12-08T04:50:25,mobile,organic,C020,,0
S0001342,U000510,2026-01-07T03:03:01,web,organic,C031,A,0
S0001343,U000481,2026-01-11T10:27:34,web,organic,C040,B,0
S0001344,U000204,2025-12-07T02:28:06,web,email,C001,B,0
S0001345,U002169,2025-12-01T10:55:05,web,organic,C029,,1
S0001346,U001906,2025-12-10T04:48:35,mobile,paid_social,C018,,1
S0001347,U000267,2026-01-05T17:41:36,web,search,C010,B,0
S0001348,U000540,2026-01-16T06:14:32,mobile,referral,C014,,0
S0001349,U001009,2025-11-19T23:45:06,web,email,C040,A,1
S0001350,U001966,2025-12-26T22:01:04,web,search,C012,B,0
S0001351,U001817,2025-11-16T02:59:06,mobile,search,C021,,1
S0001352,U001933,2025-12-15T10:14:05,web,email,C027,,1
S0001353,U001823,2026-01-01T20:55:17,mobile,organic,C011,,1
S0001354,,2026-01-09T05:23:11,web,search,C033,,0
S0001355,U000641,2025-11-30T19:48:11,web,referral,C003,B,1
S0001356,U001329,2025-11-23T17:14:54,web,paid_social,C035,A,0
S0001357,U001088,2025-11-13T06:01:53,mobile,referral,C028,,0
S0001358,,2025-11-02T10:45:26,,search,C033,,0
S0001359,,2025-11-23T06:47:53,mobile,paid_social,C004,,0
S0001360,U001664,2026-01-07T22:02:53,mobile,referral,C033,,0
S0001361,,2025-11-28T03:12:16,web,paid_social,C012,,0
S0001362,U001504,2025-11-18T23:55:45,mobile,referral,C034,,1
S0001363,U000999,2025-12-26T23:06:06,web,email,C015,A,1
S0001364,,2025-11-09T20:14:19,mobile,organic,C028,,0
S0001365,,2025-11-13T12:09:20,mobile,organic,C040,,0
S0001366,U001065,2026-01-13T16:08:19,web,paid_social,C031,B,0
S0001367,U000130,2025-10-28T18:48:35,mobile,email,C004,,0
S0001368,U000856,2025-11-27T18:10:46,mobile,email,C009,,0
S0001369,U002120,2025-12-12T08:21:31,web,organic,C006,B,0
S0001370,U002082,2025-11-11T03:56:21,mobile,paid_social,C039,,0
S0001371,U001352,2025-11-15T17:33:47,web,paid_social,C013,B,1
S0001372,U001404,2025-11-10T09:45:43,mobile,search,C021,,0
S0001373,,2025-11-21T12:10:37,mobile,paid_social,C024,,0
S0001374,U001717,2026-01-10T07:20:54,web,referral,C011,B,0
S0001375,U001319,2025-11-29T06:48:17,web,search,C015,A,1
S0001376,U000082,2025-11-28T01:05:12,web,organic,C019,A,0
S0001377,U002089,2025-11-25T05:35:27,mobile,search,C001,,0
S0001378,U001876,2026-01-16T05:03:58,mobile,organic,C033,,0
S0001379,,2025-10-31T23:56:34,mobile,paid_social,C037,,0
S0001380,U000919,2026-01-07T21:49:37,mobile,referral,C028,,0
S0001381,U001634,2025-11-19T21:14:38,mobile,paid_social,C018,,0
S0001382,U001622,2026-01-15T12:38:28,web,email,C007,A,0
S0001383,,2025-11-18T19:28:01,mobile,paid_social,C014,,0
S0001384,U000089,2025-10-28T21:35:05,web,search,C018,B,1
S0001385,U002167,2025-12-07T05:51:59,web,search,C008,A,0
S0001386,U001967,2025-11-10T22:45:56,web,search,C031,B,1
S0001387,U001625,2025-12-28T05:02:02,web,search,C019,A,0
S0001388,U001452,2025-12-19T14:21:22,mobile,organic,C028,,1
S0001389,,2025-12-22T05:20:58,web,paid_social,C021,,0
S0001390,U001007,2025-11-07T20:30:48,web,organic,C008,A,0
S0001391,U001506,2025-12-24T05:13:03,web,organic,C027,A,1
S0001392,U000668,2025-11-18T11:03:04,web,search,C030,B,0
S0001393,U000185,2026-01-19T07:42:43,web,referral,C018,A,1
S0001394,U000685,2025-12-26T07:11:39,mobile,organic,C027,,0
S0001395,,2025-12-13T13:51:54,web,email,C040,,0
S0001396,,2026-01-07T11:33:02,mobile,search,C010,,0
S0001397,U001037,2025-12-13T11:29:21,web,organic,C036,B,0
S0001398,U000289,2025-12-10T04:30:57,web,organic,C013,B,0
S0001399,,2025-11-11T19:10:40,mobile,organic,C002,,0
S0001400,U001021,2025-12-21T11:17:53,web,search,C017,A,1
S0001401,U000414,2025-11-24T03:48:29,web,search,C033,B,0
S0001402,U000998,2025-10-25T07:38:04,web,paid_social,C027,A,0
S0001403,U001484,2026-01-02T21:16:10,mobile,organic,C014,,0
S0001404,U000907,2025-10-26T02:37:19,mobile,organic,C039,,1
S0001405,U000006,2025-12-20T22:44:39,web,organic,C040,B,0
S0001406,U001547,2025-11-04T13:05:35,mobile,email,C040,,0
S0001407,U001273,2025-11-29T08:55:34,web,search,C023,A,0
S0001408,U000924,2026-01-06T18:12:50,mobile,paid_social,C028,,1
S0001409,,2025-10-29T22:31:20,mobile,paid_social,C022,,0
S0001410,U000196,2025-12-20T11:37:17,web,organic,C017,,0
S0001411,U000175,2025-12-15T13:49:57,web,organic,C022,A,0
S0001412,,2026-01-07T12:26:25,mobile,paid_social,C003,,0
S0001413,U000680,2025-11-05T23:41:00,web,referral,C007,A,1
S0001414,U000936,2026-01-01T10:07:01,mobile,email,C024,,1
S0001415,U001532,2025-11-30T22:50:16,mobile,organic,C017,,1
S0001416,U001442,2025-11-29T00:26:49,mobile,organic,C020,,1
S0001417,,2025-11-23T00:01:49,web,search,C037,,0
S0001418,,2025-11-25T03:24:58,mobile,organic,C027,,0
S0001419,U000584,2025-12-07T05:41:20,web,referral,C003,,0
S0001420,,2025-10-31T01:15:49,mobile,organic,C039,,0
S0001421,U001831,2025-11-28T16:43:06,mobile,organic,C035,,0
S0001422,U001186,2025-12-19T02:51:20,mobile,organic,C007,,0
S0001423,U000357,2025-12-05T06:40:17,mobile,email,C035,,0
S0001424,U001200,2025-11-05T08:46:04,web,search,C015,B,0
S0001425,U000539,2025-11-23T02:46:04,web,organic,C015,B,0
S0001426,U001869,2025-11-30T07:22:24,mobile,search,C024,,0
S0001427,U001660,2025-12-20T15:20:44,web,organic,C037,,0
S0001428,U001812,2026-01-10T12:13:53,web,organic,C015,,0
S0001429,U001823,2025-12-09T23:23:14,mobile,referral,C024,,1
S0001430,U000394,2025-12-21T07:31:52,mobile,paid_social,C008,,0
S0001431,U000067,2025-10-28T09:18:20,web,paid_social,C004,,1
S0001432,,2026-01-15T08:13:29,web,search,C024,,0
S0001433,,2025-11-18T19:25:36,web,search,C010,,0
S0001434,U001905,2025-11-22T07:50:46,mobile,email,C002,,1
S0001435,U001404,2025-11-10T11:54:59,mobile,organic,C001,,0
S0001436,U001768,2025-10-29T01:27:48,web,paid_social,C016,,1
S0001437,,2025-12-31T13:04:37,web,search,C010,,0
S0001438,U000275,2025-11-12T02:02:05,mobile,organic,C039,,0
S0001439,U000084,2025-11-15T21:10:53,web,organic,C020,B,1
S0001440,U000959,2025-11-06T19:15:22,mobile,email,C020,,0
S0001441,U000005,2026-01-17T04:19:42,web,referral,C007,,0
S0001442,U001141,2025-12-30T17:36:40,mobile,organic,C005,,0
S0001443,,2026-01-13T03:09:33,mobile,organic,C012,,0
S0001444,U000568,2026-01-06T23:53:55,web,paid_social,C034,B,0
S0001445,U001301,2026-01-11T00:10:38,web,email,C025,,0
S0001446,U001495,2025-12-03T13:17:22,web,search,C008,,1
S0001447,U000088,2025-11-05T18:56:44,web,referral,C002,B,0
S0001448,U001048,2025-11-19T20:38:15,web,email,C011,A,0
S0001449,U002068,2025-11-16T18:16:17,web,organic,C011,A,1
S0001450,U000655,2025-12-24T23:35:06,mobile,organic,C039,,0
S0001451,U001719,2025-10-23T18:01:44,web,organic,C007,B,0
S0001452,U000742,2025-11-03T05:23:14,web,email,C032,,1
S0001453,U000598,2025-12-21T21:36:28,mobile,search,C016,,0
S0001454,U001885,2025-11-01T13:12:41,web,referral,C013,B,0
S0001455,U000785,2025-10-25T18:53:11,web,paid_social,C009,B,1
S0001456,U001906,2025-10-31T06:28:51,mobile,paid_social,C026,,1
S0001457,U001441,2025-12-22T14:25:56,mobile,organic,C028,,1
S0001458,U001788,2025-11-02T23:31:07,web,organic,C020,B,1
S0001459,U001793,2025-11-03T14:35:36,mobile,referral,C038,,0
S0001460,,2025-11-11T04:01:28,web,search,C036,,0
S0001461,U001221,2025-12-28T00:32:35,web,referral,C032,A,0
S0001462,U002096,2025-11-08T11:20:18,web,organic,C023,A,1
S0001463,U000132,2025-10-24T14:59:13,web,paid_social,C021,B,0
S0001464,U001083,2026-01-10T23:14:27,web,search,C027,B,0
S0001465,U000873,2026-01-08T07:25:26,web,organic,C024,,1
S0001466,U000213,2025-11-07T01:47:06,mobile,search,C006,,0
S0001467,U001922,2025-11-14T07:42:58,web,referral,C027,,1
S0001468,U001761,2025-11-07T09:51:37,mobile,search,C010,,1
S0001469,U001648,2025-12-25T04:46:14,web,search,C030,A,0
S0001470,U001394,2025-11-12T22:35:43,mobile,paid_social,C002,,0
S0001471,,2026-01-13T06:30:27,web,email,C002,,0
S0001472,U000838,2026-01-03T22:16:50,web,email,C024,B,0
S0001473,,2025-12-13T09:31:21,mobile,search,C032,,0
S0001474,U002147,2025-10-22T05:52:57,web,search,C023,B,0
S0001475,U000553,2026-01-08T23:18:07,mobile,search,C007,,0
S0001476,U000746,2025-12-25T22:32:28,mobile,referral,C013,,0
S0001477,,2025-12-31T08:27:22,mobile,referral,C018,,0
S0001478,U001997,2025-10-27T21:43:06,mobile,paid_social,C010,,1
S0001479,U001167,2025-12-24T05:03:58,mobile,organic,C039,,0
S0001480,U001304,2026-01-01T20:29:21,web,referral,C019,A,0
S0001481,U000587,2026-01-15T12:54:30,mobile,organic,C036,,1
S0001482,U000081,2025-12-12T16:23:32,web,organic,C005,A,0
S0001483,,2025-12-06T03:56:47,web,search,C019,,0
S0001484,,2025-11-28T17:25:59,mobile,paid_social,C035,,0
S0001485,U000751,2025-12-23T13:21:27,web,organic,C012,B,0
S0001486,,2026-01-12T07:33:00,mobile,organic,C034,,0
S0001487,U001259,2025-12-14T10:02:49,mobile,email,C031,,0
S0001488,U001414,2025-11-10T21:30:31,mobile,paid_social,C024,,0
S0001489,U000381,2025-10-23T00:32:09,web,organic,C002,,0
S0001490,U001353,2025-12-16T03:51:37,mobile,organic,C037,,0
S0001491,U000355,2026-01-07T06:06:27,web,paid_social,C020,B,0
S0001492,U000482,2025-10-27T09:04:57,web,organic,C025,A,1
S0001493,U000785,2025-11-26T05:19:47,mobile,organic,C028,,1
S0001494,U000472,2026-01-14T01:04:39,mobile,referral,C020,,0
S0001495,U002001,2025-12-05T14:11:54,mobile,paid_social,C007,,0
S0001496,U000065,2025-11-10T07:11:52,mobile,search,C024,,0
S0001497,U001989,2025-11-22T06:28:26,mobile,paid_social,C024,,0
S0001498,U000340,2025-11-27T04:09:27,web,paid_social,C004,,0
S0001499,U001915,2025-10-31T23:55:17,web,search,C008,A,0
S0001500,,2025-12-19T21:53:14,mobile,paid_social,C009,,0
S0001501,,2025-12-13T17:39:03,mobile,paid_social,C015,,0
S0001502,U001190,2025-12-18T17:39:27,web,organic,C023,A,0
S0001503,,2025-12-15T09:53:09,web,search,C025,,0
S0001504,U000288,2025-10-22T22:35:16,web,organic,C005,A,1
S0001505,U000954,2025-11-06T03:24:57,mobile,email,C035,,0
S0001506,,2025-11-05T08:12:42,web,email,C033,,0
S0001507,U002164,2025-10-30T06:09:04,mobile,email,C004,,0
S0001508,U000580,2025-12-26T15:12:13,mobile,search,C007,,0
S0001509,U000183,2025-11-01T06:04:21,mobile,search,C034,,0
S0001510,U000559,2025-12-20T13:52:31,web,paid_social,C017,,0
S0001511,U000535,2025-11-06T11:53:57,mobile,organic,C018,,1
S0001512,U002086,2025-11-01T02:07:34,mobile,referral,C020,,0
S0001513,,2025-11-05T01:38:27,web,search,C040,,0
S0001514,U002184,2025-12-06T04:43:39,web,search,C007,B,0
S0001515,U000249,2025-12-18T12:49:06,web,email,C038,,0
S0001516,U001786,2026-01-02T12:20:01,web,paid_social,C010,,0
S0001517,,2025-11-02T00:16:13,web,search,C036,,0
S0001518,U000120,2025-12-15T21:32:22,web,search,C020,A,0
S0001519,U001351,2025-12-30T02:04:10,mobile,paid_social,C031,,0
S0001520,U001603,2025-11-18T13:22:16,web,search,C005,A,0
S0001521,U001846,2025-10-28T14:45:42,web,paid_social,C015,B,1
S0001522,U000393,2025-11-04T11:25:09,mobile,email,C008,,0
S0001523,U001359,2025-10-29T16:20:34,mobile,organic,C023,,0
S0001524,U001253,2026-01-09T06:57:14,mobile,paid_social,C001,,0
S0001525,U000974,2025-11-24T08:15:06,mobile,organic,C016,,0
S0001526,U001967,2025-12-07T13:00:32,mobile,paid_social,C021,,1
S0001527,U000931,2025-12-29T14:56:33,web,organic,C020,A,1
S0001528,U000837,2025-11-23T21:00:45,web,search,C033,A,0
S0001529,,2025-12-18T20:38:16,web,organic,C025,,0
S0001530,U002044,2025-10-28T08:12:16,mobile,organic,C033,,1
S0001531,U001909,2025-12-03T17:19:56,web,paid_social,C021,A,0
S0001532,U001559,2025-10-30T03:03:25,mobile,search,C015,,1
S0001533,U000178,2025-11-12T18:52:11,web,search,C012,A,1
S0001534,U000663,2025-11-16T20:11:32,mobile,referral,C028,,1
S0001535,U000034,2025-12-25T00:33:25,web,organic,C037,,0
S0001536,U000209,2025-12-21T02:38:28,mobile,search,C040,,0
S0001537,U001830,2025-12-27T16:16:08,mobile,search,C010,,0
S0001538,U001794,2025-10-26T23:58:01,web,email,C017,,1
S0001539,U000226,2026-01-18T21:25:51,mobile,organic,C025,,0
S0001540,,2025-10-26T08:07:24,web,search,C037,,0
S0001541,U000615,2026-01-03T18:11:28,web,email,C013,B,0
S0001542,U000160,2025-12-27T01:33:25,web,search,C032,,0
S0001543,U000840,2025-12-13T16:46:53,mobile,email,C034,,0
S0001544,U000227,2025-11-29T22:30:27,web,organic,C008,,0
S0001545,,2025-12-28T13:58:55,mobile,organic,C013,,0
S0001546,U002128,2025-12-27T00:40:08,mobile,search,C018,,0
S0001547,U000930,2025-11-02T18:52:52,web,organic,C034,A,1
S0001548,U000535,2025-12-31T18:39:44,web,search,C038,A,0
S0001549,,2025-10-28T12:15:33,web,organic,C007,,0
S0001550,U002127,2025-12-05T11:45:20,web,search,C007,B,1
S0001551,U000352,2025-12-18T11:57:10,mobile,referral,C016,,0
S0001552,U001499,2026-01-03T09:25:26,web,referral,C003,A,0
S0001553,U000205,2025-12-02T02:53:39,mobile,organic,C021,,1
S0001554,,2025-11-11T18:11:22,mobile,organic,C011,,0
S0001555,U000967,2025-12-04T14:24:03,web,referral,C016,,0
S0001556,U000845,2025-11-12T23:01:32,mobile,search,C001,,0
S0001557,,2025-12-08T00:37:22,mobile,paid_social,C010,,0
S0001558,U001710,2025-12-02T01:35:37,mobile,email,C006,,0
S0001559,,2025-12-30T16:27:57,web,search,C009,,0
S0001560,U000958,2025-11-12T01:10:14,mobile,search,C018,,1
S0001561,U000922,2025-11-08T10:32:38,mobile,email,C010,,0
S0001562,,2025-12-03T02:48:59,mobile,search,C031,,0
S0001563,,2025-10-25T23:39:56,mobile,paid_social,C019,,0
S0001564,U000506,2025-11-11T01:57:06,mobile,referral,C009,,0
S0001565,U000663,2025-11-22T06:34:43,mobile,search,C025,,1
S0001566,U001893,2025-12-04T07:51:22,web,email,C034,B,0
S0001567,U001413,2025-11-14T16:33:34,mobile,organic,C020,,0
S0001568,,2025-12-10T21:33:03,web,referral,C040,,0
S0001569,U000583,2026-01-08T11:57:06,mobile,organic,C015,,0
S0001570,,2025-12-09T09:01:38,web,organic,C019,,0
S0001571,U000031,2025-11-16T06:08:58,mobile,paid_social,C017,,0
S0001572,U000541,2025-10-27T00:27:18,mobile,referral,C040,,0
S0001573,,2025-11-02T17:46:31,mobile,email,C029,,0
S0001574,U001045,2025-12-10T22:48:20,web,paid_social,C024,,1
S0001575,U001397,2025-12-21T23:23:14,mobile,referral,C015,,0
S0001576,U001736,2025-10-25T21:51:32,web,search,C003,A,1
S0001577,,2025-11-07T03:21:49,web,email,C037,,0
S0001578,U000180,2025-11-19T03:47:30,web,organic,C005,A,1
S0001579,,2025-11-19T05:17:09,mobile,organic,C030,,0
S0001580,,2026-01-15T16:44:07,mobile,organic,C021,,0
S0001581,,2025-11-08T18:43:14,mobile,referral,C028,,0
S0001582,U001892,2025-10-27T01:37:12,mobile,organic,C037,,0
S0001583,,2025-11-22T05:05:17,web,search,C008,,0
S0001584,,2025-11-02T12:58:14,web,organic,C004,,0
S0001585,U001724,2025-11-01T19:59:35,mobile,organic,C015,,1
S0001586,U001916,2025-11-27T02:40:10,mobile,paid_social,C023,,1
S0001587,U000314,2025-11-18T00:22:51,mobile,organic,C003,,1
S0001588,U001500,2025-10-29T16:42:21,web,email,C033,B,0
S0001589,U002061,2025-12-14T19:52:17,web,email,C025,B,0
S0001590,U001466,2025-12-05T14:14:51,web,paid_social,C040,B,0
S0001591,U001204,2025-10-28T09:06:41,mobile,search,C012,,0
S0001592,U000308,2026-01-07T02:06:15,web,email,C037,B,0
